Code gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;Agence gare;Région SNCF;Unité gare;UT;Nbre plateformes;N° plateforme;Intitulé plateforme;Code postal;Commune;Département - Commune;Département;Région;Longitude WGS84;Latitude WGS84;Code UIC;TVS;Segment DRG;Niveau de service;SOP;RG;Date fin validité plateforme;WGS 84
01118;Agonac;Agonac;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Agonac;24460;Agonac;24-002;Dordogne;Nouvelle-Aquitaine;0.7486706;45.2865966;0087595157;AGA;c;1;;;;45.2865966, 0.7486706
01119;Négrondes;Négrondes;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Négrondes;24460;Négrondes;24-308;Dordogne;Nouvelle-Aquitaine;0.8611999;45.3460288;0087595132;NEG;c;1;;;;45.3460288, 0.8611999
01126;Bétaille;Bétaille;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Bétaille;46110;Bétaille;46-028;Lot;Occitanie;1.7344108;44.9424281;0087594747;BIK;c;1;;;;44.9424281, 1.7344108
01128;Lubersac;Lubersac;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Lubersac;19210;Lubersac;19-121;Corrèze;Nouvelle-Aquitaine;1.3888289;45.4446152;0087594671;LRZ;c;1;;;;45.4446152, 1.3888289
01136;Les Quatre-Routes;Les Quatre-Routes;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Les Quatre-Routes;46110;Quatre-Routes-du-Lot;46-232;Lot;Occitanie;1.6439067;44.9974864;0087594564;LQR;c;1;;;;44.9974864, 1.6439067
01139;Cornil;Cornil;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Cornil;19150;Cornil;19-061;Corrèze;Nouvelle-Aquitaine;1.6978482;45.2151758;0087594481;CIL;c;1;;;;45.2151758, 1.6978482
01141;Larche;Larche;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Larche;19600;Larche;19-107;Corrèze;Nouvelle-Aquitaine;1.416143;45.1321707;0087594424;LHZ;c;1;;;;45.1321707, 1.416143
01143;Terrasson;Terrasson;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Terrasson;24120;Terrasson-Lavilledieu;24-547;Dordogne;Nouvelle-Aquitaine;1.3004219;45.1357901;0087594408;TOD;c;1;;;;45.1357901, 1.3004219
01145;Souillac;Souillac;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG Midi Pyrenées TER;;1;1;Souillac;46200;Souillac;46-309;Lot;Occitanie;1.466605;44.902127;0087594333;SOU;b;1;;;;44.902127, 1.466605
01151;Uzerche;Uzerche;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Uzerche;19140;Uzerche;19-276;Corrèze;Nouvelle-Aquitaine;1.5702735;45.4407088;0087594200;URE;c;1;;;;45.4407088, 1.5702735
01153;Montaignac-Saint-Hippolyte;Montaignac-Saint-Hippolyte;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Montaignac-Saint-Hippolyte;19300;Montaignac-Saint-Hippolyte;19-143;Corrèze;Nouvelle-Aquitaine;1.9797531;45.3546898;0087594135;MCE;c;1;;;;45.3546898, 1.9797531
01163;Bussière-Galant;Bussière-Galant;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Bussière-Galant;87230;Bussière-Galant;87-027;Haute-Vienne;Nouvelle-Aquitaine;1.0261372;45.6076224;0087592741;BGA;c;1;;;;45.6076224, 1.0261372
01180;Nieul;Nieul;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Nieul;87510;Nieul;87-107;Haute-Vienne;Nouvelle-Aquitaine;1.1723974;45.9273896;0087592410;NEW;c;1;;;;45.9273896, 1.1723974
01184;Saint-Sulpice-Laurière;Saint-Sulpice-Laurière;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Saint-Sulpice-Laurière;87370;Saint-Sulpice-Laurière;87-181;Haute-Vienne;Nouvelle-Aquitaine;1.4762218;46.0469183;0087592345;SSL;c;1;;;;46.0469183, 1.4762218
01185;La Jonchère;La Jonchère;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;La Jonchère;87340;Jonchère-Saint-Maurice;87-079;Haute-Vienne;Nouvelle-Aquitaine;1.4803853;45.9944577;0087592337;JOC;c;1;;;;45.9944577, 1.4803853
01187;La Porcherie;La Porcherie;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;La Porcherie;87380;Porcherie;87-120;Haute-Vienne;Nouvelle-Aquitaine;1.5383469;45.5740586;0087592295;PHR;c;1;;;;45.5740586, 1.5383469
01196;Eymoutiers Vassivière;Eymoutiers Vassivière;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Eymoutiers Vassivière;87120;Eymoutiers;87-064;Haute-Vienne;Nouvelle-Aquitaine;1.7412237;45.7397876;0087592121;EYM;c;1;;;;45.7397876, 1.7412237
01207;Erdre-Active;Erdre-Active;Oui;Non;AG Centre-Ouest;REGION PAYS DE LA LOIRE;;;1;1;Erdre-Active;44240;Chapelle-sur-Erdre;44-035;Loire-Atlantique;Pays de la Loire;-1.5446088;47.2830678;0087590356;;c;1;;;;47.2830678, -1.5446088
01217;Penne;Penne;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Penne;47140;Penne-d'Agenais;47-203;Lot-et-Garonne;Nouvelle-Aquitaine;0.8029779;44.3799858;0087586438;PNE;c;1;;;;44.3799858, 0.8029779
01229;Saint-Médard-de-Guizières;Saint-Médard-de-Guizières;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Saint-Médard-de-Guizières;33230;Saint-Médard-de-Guizières;33-447;Gironde;Nouvelle-Aquitaine;-0.0488253;45.0155723;0087584607;SMZ;c;1;;;;45.0155723, -0.0488253
01231;Les Églisottes;Les Églisottes;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Les Églisottes;33230;Églisottes-et-Chalaures;33-154;Gironde;Nouvelle-Aquitaine;-0.0437576;45.0942299;0087584532;EGE;c;1;;;;45.0942299, -0.0437576
01250;Chalais;Chalais;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;;1;1;Chalais;16210;Chalais;16-073;Charente;Nouvelle-Aquitaine;0.0435966;45.2708327;0087583690;CIC;c;1;;;;45.2708327, 0.0435966
01253;Chasseneuil-sur-Bonnieure;Chasseneuil-sur-Bonnieure;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;;1;1;Chasseneuil-sur-Bonnieure;16260;Chasseneuil-sur-Bonnieure;16-085;Charente;Nouvelle-Aquitaine;0.4535528;45.8244091;0087583443;CBN;c;1;;;;45.8244091, 0.4535528
01257;Lamothe-Landerron;Lamothe-Landerron;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Lamothe-Landerron;33190;Lamothe-Landerron;33-221;Gironde;Nouvelle-Aquitaine;0.0451406;44.5628433;0087582882;LOH;c;1;;;;44.5628433, 0.0451406
01261;Saint-Pierre-d'Aurillac;Saint-Pierre-d'Aurillac;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Saint-Pierre-d'Aurillac;33490;Saint-Pierre-d'Aurillac;33-463;Gironde;Nouvelle-Aquitaine;-0.1876216;44.5752452;0087582833;SPX;c;1;;;;44.5752452, -0.1876216
01264;Preignac;Preignac;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Preignac;33210;Preignac;33-337;Gironde;Nouvelle-Aquitaine;-0.3022296;44.5783064;0087582767;PRG;c;1;;;;44.5783064, -0.3022296
01272;Cadaujac;Cadaujac;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Cadaujac;33140;Cadaujac;33-080;Gironde;Nouvelle-Aquitaine;-0.5376186;44.7520628;0087582684;CDJ;c;1;;;;44.7520628, -0.5376186
01277;Le Teich;Le Teich;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Le Teich;33470;Teich;33-527;Gironde;Nouvelle-Aquitaine;-1.025556;44.632507;0087582601;TEH;b;1;;;;44.632507, -1.025556
01280;Biganos Facture;Biganos Facture;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Biganos Facture;33380;Biganos;33-051;Gironde;Nouvelle-Aquitaine;-0.96621;44.637384;0087582478;FAT;b;2;;;;44.637384, -0.96621
01292;Cenon;Cenon;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG Bordeaux Métropole;;1;1;Cenon;33150;Cenon;33-119;Gironde;Nouvelle-Aquitaine;-0.5336487;44.8563465;0087581595;CBX;b;1;;;;44.8563465, -0.5336487
01293;Caudéran Mérignac;Caudéran Mérignac;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG Bordeaux Métropole;;1;1;Caudéran Mérignac;33700;Bordeaux;33-063;Gironde;Nouvelle-Aquitaine;-0.6274337;44.84288;0087581538;CUD;c;1;;;;44.84288, -0.6274337
01294;Pointe de Grave;Pointe de Grave;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Pointe de Grave;33780;Verdon-sur-Mer;33-544;Gironde;Nouvelle-Aquitaine;-1.0658575;45.567067;0087581397;PDG;c;1;;;;45.567067, -1.0658575
01297;Lesparre;Lesparre;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Lesparre;33340;Lesparre-Médoc;33-240;Gironde;Nouvelle-Aquitaine;-0.9454015;45.3035166;0087581314;LSE;c;1;;;;45.3035166, -0.9454015
01312;Nérondes;Nérondes;Oui;Non;AG Centre-Ouest;REGION CENTRE;UG ERV Centre;;1;1;Nérondes;18350;Nérondes;18-160;Cher;Centre-Val de Loire;2.8221695;46.9996897;0087576454;NDS;c;1;;;;46.9996897, 2.8221695
01318;Urçay;Urçay;Oui;Non;AG Centre-Ouest;REGION CENTRE;UG ERV Centre;;1;1;Urçay;18200;Perche;18-178;Cher;Centre-Val de Loire;2.5865708;46.6295123;0087576348;UCY;c;1;;;;46.6295123, 2.5865708
01063;Cazères;Cazères;Oui;Non;AG Sud-Ouest;REGION MIDI PYRENEES;UG Midi Pyrenées TER;;1;1;Cazères;31220;Cazères;31-135;Haute-Garonne;Occitanie;1.083106;43.212834;0087611079;CZG;b;1;;;;43.212834, 1.083106
01066;Le Fauga;Le Fauga;Oui;Non;AG Sud-Ouest;REGION MIDI PYRENEES;UG Midi Pyrenées TER;;1;1;Le Fauga;31410;Fauga;31-181;Haute-Garonne;Occitanie;1.2827183;43.4043288;0087611046;FGA;c;1;;;;43.4043288, 1.2827183
01069;Créteil Pompadour;Créteil Pompadour;Oui;Non;AG Ile-de-France;REGION DE PARIS-SUD-EST;;;1;1;Créteil Pompadour;94600;Créteil;94-028;Val-de-Marne;Île-de-France;2.4352763;48.7715403;0087608802;CTP;c;;;;;48.7715403, 2.4352763
01073;Lavaveix-les-Mines;Lavaveix-les-Mines;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Lavaveix-les-Mines;23150;Lavaveix-les-Mines;23-105;Creuse;Nouvelle-Aquitaine;2.0890801;46.0795307;0087597781;LXM;c;1;;;;46.0795307, 2.0890801
01079;Marsac;Marsac;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Marsac;23210;Marsac;23-124;Creuse;Nouvelle-Aquitaine;1.585556;46.0941348;0087597625;MRR;c;1;;;;46.0941348, 1.585556
01082;Argenton-sur-Creuse;Argenton-sur-Creuse;Oui;Non;AG Centre-Ouest;REGION LIMOUSIN;UG ERV Centre;;1;1;Argenton-sur-Creuse;36200;Argenton-sur-Creuse;36-006;Indre;Centre-Val de Loire;1.518305;46.592248;0087597120;AGC;b;1;;;;46.592248, 1.518305
01084;Lothiers;Lothiers;Oui;Non;AG Centre-Ouest;REGION LIMOUSIN;UG ERV Centre;;1;1;Lothiers;36350;Tendu;36-219;Indre;Centre-Val de Loire;1.5629763;46.6946801;0087597104;LOT;c;1;;;;46.6946801, 1.5629763
01090;Châteauroux;Châteauroux;Oui;Non;AG Centre-Ouest;REGION LIMOUSIN;UG ERV Centre;;1;1;Châteauroux;36000;Châteauroux;36-044;Indre;Centre-Val de Loire;1.699536;46.809737;0087597005;CTX;a;2;;;;46.809737, 1.699536
01096;Le Buisson;Le Buisson;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Le Buisson;24480;Buisson-de-Cadouin;24-068;Dordogne;Nouvelle-Aquitaine;0.9081756;44.84723;0087595751;LBU;c;1;;;;44.84723, 0.9081756
01102;Thenon;Thenon;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Thenon;24210;Thenon;24-550;Dordogne;Nouvelle-Aquitaine;1.0686905;45.1601857;0087595579;THN;c;1;;;;45.1601857, 1.0686905
01112;Saint-Léon-sur-l'Isle;Saint-Léon-sur-l'Isle;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Saint-Léon-sur-l'Isle;24110;Saint-Léon-sur-l'Isle;24-442;Dordogne;Nouvelle-Aquitaine;0.4923106;45.1233004;0087595264;XLI;c;1;;;;45.1233004, 0.4923106
01113;Saint-Astier;Saint-Astier;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Saint-Astier;24110;Saint-Astier;24-372;Dordogne;Nouvelle-Aquitaine;0.522808;45.139027;0087595249;STK;b;1;;;;45.139027, 0.522808
01121;Périgueux;Périgueux;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Périgueux;24000;Périgueux;24-322;Dordogne;Nouvelle-Aquitaine;0.707879;45.187408;0087595009;PXR;b;2;;;;45.187408, 0.707879
01125;Puybrun;Puybrun;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Puybrun;46130;Puybrun;46-229;Lot;Occitanie;1.7841548;44.9216335;0087594754;PBN;c;1;;;;44.9216335, 1.7841548
01127;Vayrac;Vayrac;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Vayrac;46110;Vayrac;46-330;Lot;Occitanie;1.7062871;44.9501471;0087594739;VAY;c;1;;;;44.9501471, 1.7062871
01132;Saint-Aulaire;Saint-Aulaire;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Saint-Aulaire;19130;Saint-Aulaire;19-182;Corrèze;Nouvelle-Aquitaine;1.3986965;45.2488414;0087594622;XUL;c;1;;;;45.2488414, 1.3986965
01140;Aubazines - Saint-Hilaire;Aubazines - Saint-Hilaire;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Aubazines - Saint-Hilaire;19190;Saint-Hilaire-Peyroux;19-211;Corrèze;Nouvelle-Aquitaine;1.6412346;45.1816781;0087594465;ABA;c;1;;;;45.1816781, 1.6412346
01144;Condat - Le Lardin;Condat - Le Lardin;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Condat - Le Lardin;24570;Lardin-Saint-Lazare;24-229;Dordogne;Nouvelle-Aquitaine;1.2267493;45.1267128;0087594382;CDT;c;1;;;;45.1267128, 1.2267493
01149;Allassac;Allassac;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Allassac;19240;Allassac;19-005;Corrèze;Nouvelle-Aquitaine;1.4731471;45.2589385;0087594234;AAA;c;1;;;;45.2589385, 1.4731471
01150;Vigeois;Vigeois;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Vigeois;19410;Vigeois;19-285;Corrèze;Nouvelle-Aquitaine;1.5149455;45.3829467;0087594218;VGE;c;1;;;;45.3829467, 1.5149455
01154;Corrèze;Corrèze;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Corrèze;19800;Corrèze;19-062;Corrèze;Nouvelle-Aquitaine;1.8810793;45.3294801;0087594119;CZE;c;1;;;;45.3294801, 1.8810793
01155;Ussel;Ussel;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Ussel;19200;Ussel;19-275;Corrèze;Nouvelle-Aquitaine;2.3143439;45.5574383;0087594093;USL;c;1;;;;45.5574383, 2.3143439
01157;Brive-la-Gaillarde;Brive-la-Gaillarde;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Brive-la-Gaillarde;19100;Brive-la-Gaillarde;19-031;Corrèze;Nouvelle-Aquitaine;1.528655;45.152618;0087594002;BLG;a;2;;;;45.152618, 1.528655
01159;Chabanais;Chabanais;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;;1;1;Chabanais;16150;Chabanais;16-070;Charente;Nouvelle-Aquitaine;0.716894;45.8726435;0087592873;CHB;c;1;;;;45.8726435, 0.716894
01160;Coussac-Bonneval;Coussac-Bonneval;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Coussac-Bonneval;87500;Coussac-Bonneval;87-049;Haute-Vienne;Nouvelle-Aquitaine;1.3110412;45.5076088;0087592840;CCB;c;1;;;;45.5076088, 1.3110412
01162;La Meyze;La Meyze;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;La Meyze;87800;Meyze;87-096;Haute-Vienne;Nouvelle-Aquitaine;1.2123135;45.6212964;0087592808;MYZ;c;1;;;;45.6212964, 1.2123135
01165;Nexon;Nexon;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Nexon;87800;Nexon;87-106;Haute-Vienne;Nouvelle-Aquitaine;1.1784396;45.6915692;0087592725;NNF;c;1;;;;45.6915692, 1.1784396
01168;Saint-Brice-sur-Vienne;Saint-Brice-sur-Vienne;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Saint-Brice-sur-Vienne;87200;Saint-Brice-sur-Vienne;87-140;Haute-Vienne;Nouvelle-Aquitaine;0.9523481;45.8781476;0087592691;XBV;c;1;;;;45.8781476, 0.9523481
01169;Saint-Victurnien;Saint-Victurnien;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Saint-Victurnien;87420;Saint-Victurnien;87-185;Haute-Vienne;Nouvelle-Aquitaine;1.0095737;45.8765887;0087592683;SIV;c;1;;;;45.8765887, 1.0095737
01172;L'Aiguille;L'Aiguille;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;L'Aiguille;87110;Bosmie-l'Aiguille;87-021;Haute-Vienne;Nouvelle-Aquitaine;1.2049024;45.7783702;0087592634;AGF;c;1;;;;45.7783702, 1.2049024
01175;Saint-Sébastien;Saint-Sébastien;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Saint-Sébastien;23160;Saint-Sébastien;23-239;Creuse;Nouvelle-Aquitaine;1.5466809;46.3859938;0087592493;SBF;c;1;;;;46.3859938, 1.5466809
01179;Peyrilhac - Saint-Jouvent;Peyrilhac - Saint-Jouvent;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Peyrilhac - Saint-Jouvent;87510;Peyrilhac;87-118;Haute-Vienne;Nouvelle-Aquitaine;1.1699844;45.9596182;0087592428;PYJ;c;1;;;;45.9596182, 1.1699844
01189;Magnac - Vicq;Magnac - Vicq;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Magnac - Vicq;87380;Vicq-sur-Breuilh;87-203;Haute-Vienne;Nouvelle-Aquitaine;1.4438445;45.6288007;0087592279;MGQ;c;1;;;;45.6288007, 1.4438445
01190;Pierre-Buffière;Pierre-Buffière;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Pierre-Buffière;87260;Pierre-Buffière;87-119;Haute-Vienne;Nouvelle-Aquitaine;1.3472667;45.6995226;0087592253;PIB;c;1;;;;45.6995226, 1.3472667
01191;Solignac - Le Vigen;Solignac - Le Vigen;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Solignac - Le Vigen;87110;Solignac;87-192;Haute-Vienne;Nouvelle-Aquitaine;1.2856817;45.7561586;0087592246;SKN;c;1;;;;45.7561586, 1.2856817
01193;Pérols-sur-Vézère;Pérols-sur-Vézère;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Pérols-sur-Vézère;19170;Pérols-sur-Vézère;19-160;Corrèze;Nouvelle-Aquitaine;1.97767;45.5848341;0087592170;POK;c;1;;;;45.5848341, 1.97767
01194;Bugeat;Bugeat;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Bugeat;19170;Bugeat;19-033;Corrèze;Nouvelle-Aquitaine;1.9248147;45.6005968;0087592162;BUG;c;1;;;;45.6005968, 1.9248147
01200;Brignac;Brignac;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Brignac;87400;Royères;87-129;Haute-Vienne;Nouvelle-Aquitaine;1.4406315;45.8635812;0087592063;BKX;c;1;;;;45.8635812, 1.4406315
01201;Saint-Priest-Taurion;Saint-Priest-Taurion;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Saint-Priest-Taurion;87480;Saint-Priest-Taurion;87-178;Haute-Vienne;Nouvelle-Aquitaine;1.4002297;45.8872383;0087592055;TIO;c;1;;;;45.8872383, 1.4002297
01205;Limoges Bénédictins;Limoges Bénédictins;Oui;Non;AG Sud-Ouest;REGION LIMOUSIN;UG EEV Limousin;;1;1;Limoges Bénédictins;87000;Limoges;87-085;Haute-Vienne;Nouvelle-Aquitaine;1.267356;45.836089;0087592006;LIM;a;2;;;;45.836089, 1.267356
01210;Aiguillon;Aiguillon;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Aiguillon;47190;Aiguillon;47-004;Lot-et-Garonne;Nouvelle-Aquitaine;0.3352388;44.2987224;0087586693;AIN;c;1;;;;44.2987224, 0.3352388
01215;Monsempron-Libos;Monsempron-Libos;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Monsempron-Libos;47500;Monsempron-Libos;47-179;Lot-et-Garonne;Nouvelle-Aquitaine;0.9412277;44.486631;0087586453;MLS;c;1;;;;44.486631, 0.9412277
01218;Laroque;Laroque;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Laroque;47340;Laroque-Timbaut;47-138;Lot-et-Garonne;Nouvelle-Aquitaine;0.7497189;44.2875163;0087586412;LRQ;c;1;;;;44.2875163, 0.7497189
01224;La Gorp;La Gorp;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG Bordeaux Métropole;;1;1;La Gorp;33380;Ambarès-et-Lagrave;33-003;Gironde;Nouvelle-Aquitaine;-0.4963844;44.9288345;0087584755;GOP;c;1;;;;44.9288345, -0.4963844
01225;Saint-Loubès;Saint-Loubès;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Saint-Loubès;33450;Saint-Loubès;33-433;Gironde;Nouvelle-Aquitaine;-0.4333056;44.9224009;0087584730;SIT;c;1;;;;44.9224009, -0.4333056
01227;Vayres;Vayres;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Vayres;33870;Vayres;33-539;Gironde;Nouvelle-Aquitaine;-0.31686;44.89717;0087584714;VYR;c;1;;;;44.89717, -0.31686
01228;Saint-Seurin-sur-l'Isle;Saint-Seurin-sur-l'Isle;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Saint-Seurin-sur-l'Isle;33660;Saint-Seurin-sur-l'Isle;33-478;Gironde;Nouvelle-Aquitaine;-0.0026606;45.0114075;0087584615;SUN;c;1;;;;45.0114075, -0.0026606
01235;Mauzac;Mauzac;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Mauzac;24150;Mauzac-et-Grand-Castang;24-260;Dordogne;Nouvelle-Aquitaine;0.7899658;44.8558291;0087584466;MZJ;c;1;;;;44.8558291, 0.7899658
01236;Lalinde;Lalinde;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Lalinde;24150;Lalinde;24-223;Dordogne;Nouvelle-Aquitaine;0.7427811;44.8396152;0087584441;LLK;c;1;;;;44.8396152, 0.7427811
01237;Couze;Couze;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Couze;24150;Lalinde;24-223;Dordogne;Nouvelle-Aquitaine;0.7036282;44.836574;0087584425;CZD;c;1;;;;44.836574, 0.7036282
01239;Lamonzie-Saint-Martin;Lamonzie-Saint-Martin;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Lamonzie-Saint-Martin;24680;Lamonzie-Saint-Martin;24-225;Dordogne;Nouvelle-Aquitaine;0.3854609;44.8450247;0087584243;LZE;c;1;;;;44.8450247, 0.3854609
01268;Arbanats;Arbanats;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Arbanats;33640;Arbanats;33-007;Gironde;Nouvelle-Aquitaine;-0.3954517;44.6743555;0087582726;ABH;c;1;;;;44.6743555, -0.3954517
01271;Saint-Médard-d'Eyrans;Saint-Médard-d'Eyrans;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Saint-Médard-d'Eyrans;33650;Saint-Médard-d'Eyrans;33-448;Gironde;Nouvelle-Aquitaine;-0.5057172;44.7168571;0087582692;SYS;c;1;;;;44.7168571, -0.5057172
01273;Arcachon;Arcachon;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Arcachon;33120;Arcachon;33-009;Gironde;Nouvelle-Aquitaine;-1.16523;44.659009;0087582668;ARC;b;2;;;;44.659009, -1.16523
